Country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S
Guam,All,Export,Value (USD 1000),USD 1000,0,-,2760,F,6500,F,11940,F,8870,F,0,.,0,.,9290,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,,0,,0,
Guam,All,Import,Value (USD 1000),USD 1000,0,.,1951,,3238,,6513,,5501,,0,.,0,.,6611,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,,0,
Guatemala,All,Export,Value (USD 1000),USD 1000,4964,,5687,,8073,,6176,,8854,,7294,,12843,,9729,,12727,,10057,,8138,,11404,,20169,,18767,,14659,,18749,,21384,,27127,,31366,,23253,,27518,,16213,,26407,,28127,,35063,,22415,,33517,,42969,,53070,,49248,,67595,,89669,,77898,,86747,,98423,,106199,,123443,,123496,,130405,,91985,,97956,,114787,,114782,
Guatemala,All,Import,Value (USD 1000),USD 1000,1089,,1353,,1418,,2643,,2446,,2301,,2213,,1917,,2200,,1905,,1468,,3318,,3037,,5446,,4827,,3657,,4210,,5848,,7960,,8800,,3917,,6285,,7902,,6966,,8334,,11579,,18987,,23484,,33907,,35293,,39373,,44253,,37258,,43912,,75730,,77009,,96603,,99159,,132659,,91389,,95233,,105554,,105454,
Guinea,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,5260,F,5910,F,650,,2442,,1738,,680,,1718,,4778,F,4630,F,2834,,4402,,7068,F,10046,F,7042,,4583,,5482,,7146,F,7442,F,7544,F,12625,F,10433,,15316,,13628,,13689,F,13054,,13920,F
Guinea,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,3411,,4205,,3563,,4249,,5130,,5310,,3091,,6535,,4480,,5050,F,4090,,6385,,8430,F,11439,,12115,,11784,,12295,,13295,,13133,,12848,F,13533,F,317,,1186,,864,,1426,,518,,634,,324,,606,,917,,1600,F,1915,F,2014,F,2564,F,2515,,2228,,1984,,2536,F,1687,,2446,F
Guinea,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,12,,0,.,33,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Guinea-Bissau,All,Export,Value (USD 1000),USD 1000,548,,2273,,2254,,4175,,3545,,4725,,504,,400,F,855,,3416,F,1158,,500,,1400,,2160,,3340,,2560,,850,,700,,740,F,2473,F,3991,F,2902,F,2788,F,2021,F,2887,F,3012,F,5307,F,5100,F,5717,F,4721,F,4246,F,2883,F,2232,F,2059,F,3438,F,2681,F,2230,F,3102,F,3960,F,4748,F,5664,F,4654,F,5669,F
Guinea-Bissau,All,Import,Value (USD 1000),USD 1000,461,,140,,159,,260,,298,,233,,107,,160,F,231,,467,,403,,370,F,320,F,350,F,540,F,420,F,420,F,430,F,400,F,505,F,552,F,671,F,533,F,487,F,283,F,155,F,140,F,229,F,289,,404,F,389,F,1452,F,1684,F,1456,F,708,F,1247,F,1212,F,1266,F,944,F,782,F,1844,F,2983,F,999,F
Guyana,All,Export,Value (USD 1000),USD 1000,3395,,4837,,4451,,6206,,25535,F,16670,F,32699,,29242,,22571,,19682,,27322,,28403,,25021,,25947,,26674,,25988,,19963,,17222,,16685,,9731,F,19490,,23491,,30996,,42589,,51304,,61975,,54497,,54242,,62028,,64264,,64863,,63743,,67931,,53327,,49184,,53619,,76536,,89556,,73391,,87300,,99324,,111224,,110836,
Guyana,All,Import,Value (USD 1000),USD 1000,50,,10,,3,,3,,17,,6,,2,,2,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1347,F,740,F,1221,F,633,F,168,F,2099,F,1166,,863,,2475,,2040,,2319,,2715,,1073,,1476,,1430,,1461,,2669,,1248,,1632,,1686,,2557,,2964,,2854,,2905,,2647,,3547,,3297,,3634,
Guyana,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,.,0,0,0,.,6,,34,,0,.,0,.,0,0,2,,2,,0,.,0,.,0,.,0,.,54,
Haiti,All,Export,Value (USD 1000),USD 1000,411,,651,,822,,517,,612,,637,F,948,,697,,930,,796,,1390,F,2510,F,2160,F,1950,F,2025,F,2130,F,1650,F,1920,F,2094,F,2632,F,2521,F,2918,,3344,F,3906,F,3969,F,3868,F,4449,F,4130,F,3586,F,4269,F,3818,F,5029,F,4875,F,5018,F,6809,F,10227,F,8222,F,9683,F,13958,F,13715,F,11506,F,10059,F,10544,F
Haiti,All,Import,Value (USD 1000),USD 1000,1950,,1727,,2694,,3118,,4784,,2050,,3560,F,3650,F,6580,F,5760,F,5290,F,5790,F,5503,F,5650,F,5802,F,3719,F,3650,F,4005,F,3353,F,4213,F,4099,F,6709,F,8333,F,7990,F,5949,F,7088,F,4702,F,7951,F,8646,F,9830,F,16512,F,17014,F,21885,F,26629,F,20318,F,34609,F,21889,F,42616,F,42958,F,45748,F,33170,F,60433,F,53933,F
Honduras,All,Export,Value (USD 1000),USD 1000,12306,,15230,,15887,,24985,,18700,,26441,,28228,,36144,,33455,,27353,,59284,,82248,,51158,,54042,,30739,,68582,,21654,F,33914,,89223,,153459,,159493,,160653,,194478,,198436,,188693,,213179,,137028,,152544,,159863,,188459,,213676,,186934,,186016,,170550,,169245,,144222,,264909,,359728,,426927,,395309,,426166,,452547,,363745,
Honduras,All,Import,Value (USD 1000),USD 1000,1050,,1525,,1130,,1437,,1997,,1955,,1271,,734,,936,,980,,1803,,1577,,1860,F,1527,,1421,,2485,,2313,,6047,,33926,,7593,,6538,,9725,,15292,,15600,,16395,,13409,,11661,,11722,,14633,,14893,,19331,,19224,,26842,,21298,,27187,,26148,,23186,,27676,,25630,,29366,,30448,,23006,,29558,
Honduras,All,Reexports,Value (USD 1000),USD 1000,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,546,,11246,,0,.,0,.,0,.,0,.,0,.,32141,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,889,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Hungary,All,Export,Value (USD 1000),USD 1000,3420,,4481,,6187,,8305,,8860,,10218,,9072,,6146,,5761,,5272,,6455,,7355,,5579,,5161,,6271,,6612,,8174,,4745,,9326,,9010,,9004,,6894,,10682,,7514,,6050,,5806,,4813,,6945,,4518,,18234,,3899,,2466,,1990,,3265,,9104,,13414,,15660,,15273,,25935,,21680,,24106,,22816,,22195,
Hungary,All,Import,Value (USD 1000),USD 1000,28327,,42818,,38765,,32155,,30283,,31177,,38623,,45031,,41457,,34547,,36870,,42779,,63603,,54657,,43733,,27241,,33322,,31372,,41851,,46354,,44835,,46919,,57898,,40183,,39994,,49733,,56848,,57902,,51363,,71639,,58713,,60413,,76050,,67569,,77185,,87534,,79840,,85955,,102927,,97229,,103324,,108419,,125301,
Iceland,All,Export,Value (USD 1000),USD 1000,290333,,381064,,506787,,594902,,708628,,712635,,538734,,527167,,509245,,617355,,857994,,1071067,,1059371,,1026990,,1240603,,1280153,,1253058,,1138132,,1264633,,1342674,,1425898,,1360616,,1437211,,1383251,,1236612,,1280499,,1438364,,1521163,,1782756,,1793579,,1822671,,2034892,,2207660,,1815800,,1849340,,2217437,,2204471,,2300147,,2156878,,2075235,,2025863,,2018878,,2379402,
Iceland,All,Import,Value (USD 1000),USD 1000,172,,253,,564,,432,,934,,730,,1912,,1996,,3711,,4698,,1607,,3379,,9011,,13682,,17056,,13981,,14232,,23374,,25280,,40459,,42611,,36168,,83933,,82841,,74348,,65271,,83762,,87643,,117367,,102880,,98485,,120565,,130891,,78473,,101917,,137010,,104179,,111837,,124655,,184791,,123933,,111318,,140655,
India,All,Export,Value (USD 1000),USD 1000,192600,,197253,,248201,,311278,,268539,,317677,,356069,,353691,,333452,,298804,,362256,,377555,,420270,,388327,,467426,,647762,,673435,,836119,,1125806,,1041226,,1121977,,1233938,,1056658,,1190011,,1417853,,1249689,,1423707,,1311250,,1412334,,1597722,,1768732,,1678841,,1632314,,2029287,,2566916,,3550886,,3416838,,4622306,,5613712,,4883100,,5555430,,7183336,,6940493,
India,All,Import,Value (USD 1000),USD 1000,256,,363,,475,,665,,5807,,6433,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,197,,608,,1671,,2092,,5124,,7468,,14423,,12893,,20914,,35435,,20995,,17285,,24024,,40268,,50490,,50122,,59777,,52549,,53362,,64370,,65474,,96110,,129310,,95251,,84109,,86579,,103005,,114716,,113732,,153008,
Indonesia,All,Export,Value (USD 1000),USD 1000,124224,,153126,,180504,,221255,,211299,,203590,,231326,,234953,,228013,,236620,,340619,,441079,,664483,,767422,,997458,,1197725,,1190807,,1433155,,1616557,,1691803,,1705692,,1637419,,1639366,,1550356,,1608609,,1559076,,1515404,,1579368,,1734507,,1841643,,2017273,,2167839,,2598922,,2350376,,2718099,,3360923,,3752294,,4025024,,4467564,,3788795,,4009356,,4383228,,4703142,
Indonesia,All,Import,Value (USD 1000),USD 1000,10118,,10336,,10914,,8987,,15013,,38008,,44820,,33671,,28324,,22940,,26315,,26519,,19376,,30850,,43203,,47501,,56975,,100696,,125786,,110148,,118686,,114489,,49384,,68412,,101644,,93730,,79095,,75903,,143669,,106330,,142742,,118966,,202029,,234531,,326108,,411209,,358946,,379626,,355529,,318615,,365836,,398007,,423664,
Iran (Islamic Rep. of),All,Export,Value (USD 1000),USD 1000,3454,,15813,,14996,,21511,,17428,,16856,,18215,F,24723,,28595,,26525,,19668,,42801,,47294,,53690,,50625,,63395,,50736,,50551,,73053,F,59990,F,36523,F,44462,,52288,,42007,,50366,,43474,,50800,,80573,,77775,,43166,,60966,,35917,F,57627,,165726,,210265,,211147,,253926,,243636,,256579,,212275,,350048,,414291,,386484,
Iran (Islamic Rep. of),All,Import,Value (USD 1000),USD 1000,19556,,36973,,26670,,29003,,44150,,81515,,37619,,32156,,35591,,20883,,20205,,30870,,20841,,23610,,14100,F,43490,F,56840,F,45700,F,32781,F,41208,,56991,F,24242,,52113,,80923,,35781,,27437,,30010,,69217,,31541,,24655,,12635,,18540,F,26707,,38375,,87600,,71836,,65304,,102433,,173625,,150863,,184308,,142653,,89879,
Iraq,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,242,,193,,99,,100,F,75,F,10,,40,,70,,70,,70,,90,F,115,F,94,,96,F,60,F,34,,42,F,80,F,54,F
Iraq,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1231,F,1104,F,650,F,1277,F,99,,25,,177,,2660,F,9208,F,9542,F,21602,F,22512,F,31833,F,25548,,45563,F,40090,F,42658,F,67202,F,72908,,60718,F,212204,F,153141,F,139616,F
Ireland,All,Export,Value (USD 1000),USD 1000,37448,,44653,,61254,,72985,,98160,,88728,,103929,,106488,,96576,,110086,,141549,,200029,,216921,,223177,,271674,,308733,,326242,,272464,,298159,,350415,,407256,,345060,,336695,,315704,,308384,,392804,,405459,,429106,,478088,,444128,,449561,,507703,,505761,,464232,,505577,,602831,,714964,,696472,,755517,,682087,,669156,,766790,,816844,
Ireland,All,Import,Value (USD 1000),USD 1000,15943,,23439,,27851,,33633,,41967,,42272,,42610,,37747,,35417,,40605,,51503,,62592,,69349,,66865,,101680,,100550,,97584,,79406,,86509,,95541,,109851,,107714,,115026,,120988,,113407,,127784,,132909,,121064,,137581,,178693,,211480,,270089,,257903,,237491,,246406,,304195,,313360,,320448,,373401,,348206,,349419,,381877,,421878,
Israel,All,Export,Value (USD 1000),USD 1000,2960,,4575,,3051,,1893,,907,,1079,,1040,,4201,,1450,,1747,,2505,,2914,,5280,,5032,,7648,,9685,,8691,,10014,,9246,,10569,,10281,,10107,,9004,,9932,,8619,,9486,,8690,,13520,,16074,,15445,,17490,,21249,,25000,,25992,,31100,,31636,,28736,,37074,,37216,,28791,,25895,,22923,,32364,
Israel,All,Import,Value (USD 1000),USD 1000,16813,,22613,,21065,,27255,,24983,,29884,,26277,,34280,,30306,,32216,,49235,F,61210,F,71949,,75845,,82751,,88456,,91408,,101842,,112923,,135191,,118295,,138277,,140673,,130923,,129351,,146547,,135218,,142377,,148414,,165480,,165485,,196165,,247948,,227982,,306696,,387701,,385798,,453577,,484950,,446584,,508595,,628923,,665688,
Italy,All,Export,Value (USD 1000),USD 1000,48798,,56514,,72162,,123623,,111546,,108189,,102837,,106296,,107385,,144273,,170124,,144089,,188644,,209134,,242090,,251253,,260531,,264729,,295079,,320691,,381338,,385346,,378986,,363639,,380377,,386657,,430759,,459709,,542205,,606698,,726162,,778525,,806873,,716420,,714973,,796320,,689929,,774412,,843326,,765120,,791940,,845968,,906474,
Italy,All,Import,Value (USD 1000),USD 1000,397425,,437203,,557742,,737632,,846883,,733228,,765834,,744634,,751121,,997500,,1274912,,1753253,,1919925,,2009015,,2482251,,2709363,,2663528,,2148410,,2281313,,2309039,,2620098,,2597954,,2833765,,2748663,,2555491,,2732804,,2922447,,3579947,,3928154,,4250071,,4745607,,5173638,,5483243,,5086303,,5403656,,6250387,,5537243,,5778741,,6146079,,5579026,,6197286,,6588912,,7108200,
Jamaica,All,Export,Value (USD 1000),USD 1000,28,,104,,68,,134,,36,,340,,95,,330,,388,,1986,,2309,,2706,,2204,,1823,,3386,F,6995,,9270,,13230,,1592,,17983,,25800,,15513,,14459,,14687,,10001,,11817,,5531,,8177,,7411,,9545,,10820,,8447,,8241,,4749,,7996,,9991,,8967,,11192,,12587,,10596,,11843,,12883,,12728,F
Jamaica,All,Import,Value (USD 1000),USD 1000,19365,,10777,,18041,,17754,,17736,,23158,,29052,,24983,,26296,F,18369,,25665,,22602,,31452,,34872,,31836,F,27348,,23528,,31400,,28597,,32275,,50446,,51408,,57155,,59298,,51611,,59740,,58252,,59384,,59803,,76895,,81244,,94500,,102889,,88734,,90344,,105210,,110112,,105859,,109764,,103392,,104572,,116803,,131929,F
Jamaica,All,Reexports,Value (USD 1000),USD 1000,8,,1,,2,,5,,0,.,0,.,0,.,0,.,0,.,0,.,80,,0,.,13,,0,.,0,.,0,.,22,,0,.,0,.,0,.,3,,0,.,0,.,0,.,0,.,30,,62,,122,,94,,88,,0,.,789,,1193,,1804,,2148,,2000,,2049,,1969,,1939,,1969,,2519,,1806,,0,-
Japan,All,Export,Value (USD 1000),USD 1000,662469,,647213,,773500,,743676,,937067,,897279,,840744,,822036,,917559,,854365,,927430,,919989,,1084089,,960160,,854170,,890690,,850772,,807984,,821925,,754930,,745137,,921195,,739799,,745812,,832088,,794897,,817593,,952419,,1111634,,1290505,,1456604,,1704297,,1744996,,1629408,,2014055,,1939186,,1897374,,2059862,,1950359,,1986418,,2113853,,2112314,,2392716,
Japan,All,Import,Value (USD 1000),USD 1000,1850360,,2382860,,3137205,,4145893,,3253210,,3880590,,4114203,,4106540,,4300982,,4852280,,6701242,,8463279,,10839671,,10359444,,10904945,,12332615,,13066174,,14411847,,16580070,,18146582,,17287999,,15779953,,13032751,,14991704,,15742561,,13649228,,13862980,,12623644,,14830080,,14728775,,14258699,,13439646,,15230877,,13509183,,15175785,,17728059,,18355836,,15654784,,15204333,,13752060,,14216106,,15352351,,15713511,
Jordan,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,39,,1687,,223,,238,,339,,39,,43,,10,,0,.,151,,0,.,0,.,0,.,6,,10,,4,,1,,0,.,5,,179,
Jordan,All,Import,Value (USD 1000),USD 1000,3484,,5503,,6838,,5165,,6641,,9477,,8744,,10232,,9021,,10720,,9312,,14818,,9682,,9707,,9810,,15004,,16402,,19690,,19779,,24197,,34629,,26889,,27365,,21022,,21816,,27569,,27251,,29260,,39113,,38542,,49110,,56922,,79318,,85983,,80235,,83333,,116048,,105565,,115655,,112085,,114164,,114328,,113774,
Jordan,All,Reexports,Value (USD 1000),USD 1000,422,,249,,303,,156,,64,,148,,156,,63,,0,.,28,,0,.,71,,132,,5,,79,,968,,1971,,845,,810,,503,,2596,,493,,505,,1192,,0,.,1090,,477,,1183,,1472,,1746,,2114,,956,,4886,,7122,,4841,,6523,,11117,,4292,,1969,,2918,,900,,2691,,2644,
Kazakhstan,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,8175,F,14116,,19017,,22411,,15052,,12257,,13490,,19074,,17879,,21778,,33286,,53929,,50644,,81472,,84093,,86502,,93370,,80825,,70089,,81108,,83973,,55549,,58618,,60163,,70294,
Kazakhstan,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2950,F,8845,,16881,,12826,,8255,,11909,,19869,,16700,,12228,,14720,,16822,,24520,,34700,,56574,,78277,,66995,,57445,,88627,,91106,,90549,,86529,,72379,,69986,,81565,,94479,
Kenya,All,Export,Value (USD 1000),USD 1000,1005,,1053,,1118,,2436,,792,,2353,,2054,,1849,,1161,,1347,,3093,,6854,,10119,,16967,F,26918,,27539,,25777,,25610,,41056,,36301,,50431,,52307,,38993,,32415,,38874,,49181,,56263,,57706,,53142,,61873,,55938,,61869,,75594,,57389,,64110,,55522,,64291,,40528,,49639,,37697,,19984,,24153,,31653,
Kenya,All,Import,Value (USD 1000),USD 1000,1205,,1635,,3043,,1591,,2712,,1180,,772,,968,,1308,,977,,752,,1275,,1402,,1000,F,720,,1036,,2654,,2790,,5526,,4076,,6872,,12228,,8993,,5339,,4614,,5219,,2955,,3474,,5112,,7329,,8108,,11189,,9937,,10091,,13255,,15955,,18731,,17800,,22884,,20640,,23417,,25049,,29846,
Kenya,All,Reexports,Value (USD 1000),USD 1000,5,,140,,31,,151,,60,,2,,2,,0,0,64,,0,0,12,,1,,0,.,0,.,0,.,0,.,0,.,0,.,15,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,370,,0,.,0,.,0,.,0,.,0,0,0,.,0,.,0,.,97,,30,
Kiribati,All,Export,Value (USD 1000),USD 1000,0,.,10,,13,,197,,238,,822,,555,,1373,,1554,,738,,1206,,627,,1285,,2161,,1343,,1024,,1026,,1409,,3679,F,3950,F,4027,F,3226,F,4429,F,6017,F,5897,F,3566,F,3872,F,3691,F,4169,F,4857,F,5568,F,13120,F,15663,F,25763,F,28456,F,47226,F,60719,F,68310,F,108606,F,120140,F,133066,F,145169,F,118868,F
Kiribati,All,Import,Value (USD 1000),USD 1000,86,,80,,200,,247,,217,,300,,276,,150,,196,,102,,112,,206,,214,,227,,256,,235,,293,,280,F,338,,418,,418,,318,,397,,387,,369,F,128,F,310,F,809,F,396,F,1123,,798,,1110,,648,,572,,534,,1083,,1068,,659,,1021,F,872,F,1602,,2298,F,2147,F
"Korea, Dem. People's Rep",All,Export,Value (USD 1000),USD 1000,9125,F,8232,F,17304,F,39138,F,29290,F,28491,F,40175,F,38461,F,33336,F,27954,F,35930,F,79307,F,102755,F,84390,F,65520,F,61400,F,71980,F,65815,F,55718,F,70223,F,58104,F,53503,F,50257,F,72319,F,87763,F,100179,F,228009,F,253319,F,271835,F,117995,F,71794,F,35251,F,45837,F,60458,F,66775,F,83756,F,100947,F,106813,F,141496,F,111770,F,139577,F,171874,F,10023,F
"Korea, Dem. People's Rep",All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,423,,258,,389,,543,,2405,F,4390,F,3739,F,2447,F,1269,F,2731,F,13132,F,24540,F,40100,F,42697,F,36574,F,36187,F,52802,F,73291,F,85602,F,94160,F,48076,F,59169,F,79029,F,114062,F,102524,F,98780,F,94235,F,112683,F,51090,F
"Korea, Republic of",All,Export,Value (USD 1000),USD 1000,329114,,706329,,646333,,800832,,681607,,850521,,774928,,751498,,791371,,858623,,1185409,,1608079,,1901817,,1677897,,1496453,,1625157,,1500322,,1479378,,1572858,,1713534,,1625277,,1484770,,1361044,,1509602,,1491441,,1255426,,1141133,,1104758,,1248031,,1153744,,1050859,,1185837,,1398483,,1443866,,1710983,,2173124,,2190066,,1949520,,1845805,,1681150,,1869301,,2006989,,2024606,
"Korea, Republic of",All,Import,Value (USD 1000),USD 1000,17165,,16516,,42577,,65737,,35681,,70542,,69229,,70395,,77770,,99443,,128753,,226891,,334870,,342776,,392294,,599121,,523538,,558158,,745093,,862075,,1093932,,1055862,,585121,,1175910,,1411994,,1660275,,1895632,,1974474,,2275535,,2398051,,2791106,,3124928,,2964196,,2724146,,3226918,,3976331,,3775679,,3678607,,4310293,,4384055,,4635561,,5137626,,5960492,
Kuwait,All,Export,Value (USD 1000),USD 1000,3439,,7071,,5294,,8213,,11039,,14948,,11720,,14066,,9398,,6347,,3701,,7686,,15067,,9898,,10851,,795,,2850,,7259,,3011,,3364,,5806,,10042,,7492,,4721,,5027,,3145,,4466,,1922,,2165,,790,F,4027,,2279,,2710,,2588,,1961,,1406,,824,F,1118,,31,,1364,,484,,1828,,2446,
Kuwait,All,Import,Value (USD 1000),USD 1000,4850,,11191,,8651,,14035,,28369,,27246,,29526,,25560,,22724,,21350,,23347,,28266,,30141,,27723,,9966,,7743,,15786,,15538,,15270,,20109,,20508,,15858,,17695,,22111,,25744,,23535,,23559,F,42796,F,33766,F,39134,F,58305,,75426,,77077,,93673,F,91097,,111316,,124208,F,138327,,172747,,202412,,208020,,230092,,229299,
Kuwait,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,147,,0,.,40,,305,,912,,0,.,1057,,482,,695,,652,,0,.,0,.,0,.,0,.,1691,,0,-,0,-,0,-,0,-
Kyrgyzstan,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,30,,7,,48,,5,,1,,0,0,18,,6,,18,,218,,363,,407,,123,,350,,0,.,0,.,124,F,87,,138,,1282,,1515,
Kyrgyzstan,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,425,F,651,F,1435,F,2390,F,2948,,1934,,1937,,1219,,1431,,2447,,2573,,2669,,3963,,5642,,7232,,8016,,9270,,11909,,15080,,16305,,18202,F,10224,,5645,,8330,,6893,
Kyrgyzstan,All,Reexports,Value (USD 1000),USD 1000,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,16,,0,-,0,-,168,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Lao People's Dem. Rep.,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3,F,3,F,36,F,4,F,3,F,29,F,78,F,27,F,26,F,12,F,17,F,3,F,3,F,6,F,7,F,9,,0,.,247,,107,,355,,138,,73,,45,,22,
Lao People's Dem. Rep.,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,335,F,559,F,665,F,924,F,999,F,652,F,575,F,1023,F,1306,F,1459,F,1847,F,2280,F,2001,F,1599,F,1735,F,2499,F,1611,F,1519,,2072,,1451,,1634,,2347,,3811,,2042,,4416,,4313,
Latvia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,12385,F,30686,,54342,,90244,,113054,,82116,,78296,,51873,,49964,,106535,,122933,,131327,,108289,,133065,,163401,,161229,,217122,,170928,,173477,,205489,,247193,,282653,,240848,,189160,,207964,,231220,,252924,
Latvia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2320,F,3232,,12108,,20783,,29695,,39994,,48973,,36374,,37796,,45924,,48930,,56299,,37354,,59586,,76236,,110744,,145646,,119328,,134507,,166777,,194759,,208404,,194514,,155001,,184600,,186431,,197657,
Lebanon,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,377,,209,,353,,131,,117,,246,,725,,660,,992,,1651,,2740,,4486,,6264,,2700,,2641,,2378,,2770,,2631,,2620,F,1867,,2248,,2864,
Lebanon,All,Import,Value (USD 1000),USD 1000,3300,F,8018,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,9192,F,7579,F,9585,F,14538,F,14688,F,22470,,44549,,47907,,48183,,43876,,55140,,46102,,46282,,56008,,57217,,63159,,74011,,87068,,97700,,114340,,124174,,134915,,141254,,156844,,146294,F,150356,,155770,,163902,
Lesotho,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1,,16,,9,,9,,0,.,0,.,0,.,64,,370,,699,,718,,488,,722,F,2022,F,2040,,1645,F,3553,,3411,F
