Country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S
Botswana,All,Export,Value (USD 1000),USD 1000,0,.,30,,7,,31,,25,,77,,58,,0,.,55,,217,,630,,839,,925,,719,,394,,166,,126,,31,,11,,32,,92,,104,,77,,54,F,35,,65,,65,,114,,64,,220,,363,,96,,31,,284,,134,,192,,458,,523,,381,,1413,,1187,,453,,1768,
Botswana,All,Import,Value (USD 1000),USD 1000,0,.,790,,1165,,1041,,1639,,2044,,1701,,1773,F,2059,,1719,,2336,,3033,,3558,,4753,,5268,,6709,,7098,,5599,,5222,,5960,,5082,,6420,,5214,,5121,F,11300,,4891,,4259,,6969,,8520,,8036,,7062,,10208,,12711,,9369,,13105,,11234,,13394,,11601,,13933,,11223,,10842,,10263,,11879,
Botswana,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,152,,52,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Brazil,All,Export,Value (USD 1000),USD 1000,53888,,74300,,96834,,145454,,132759,,155859,,161600,,137290,,179316,,174275,,153333,,180099,,187671,,130167,,141037,,158683,,172289,,193402,,180465,,161633,,135726,,128096,,124741,,140351,,242035,,287046,,346831,,423403,,432115,,409456,,374441,,320069,,282766,,209921,,232903,,242543,,221607,,225879,,208600,,223359,,244236,,253989,,277007,
Brazil,All,Import,Value (USD 1000),USD 1000,52141,,54167,,71465,,106450,,89647,,68083,,77305,,43162,,40699,,47790,,130528,,128636,,82171,,186228,,195154,,193452,,133873,,201136,,263092,,400461,,481824,,488074,,458491,,293108,,328132,,270522,,225135,,216779,,282931,,309902,,477847,,572901,,695211,,727815,,1064325,,1271980,,1253918,,1480923,,1571972,,1222328,,1193859,,1416792,,1374772,
Brunei Darussalam,All,Export,Value (USD 1000),USD 1000,110,,133,,49,,101,,33,,17,,11,,7,,5,,11,,1,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,99,F,29,F,80,,231,,184,F,296,F,334,,459,,706,,1119,,3053,F,5305,,5038,F,2477,F,1613,F,1797,F,1701,F,2435,,4311,,4146,,3342,,3057,,5819,,4169,
Brunei Darussalam,All,Import,Value (USD 1000),USD 1000,2110,,2252,,2704,,2790,,4113,,5115,,6379,,6799,,7014,,6154,,7230,,6420,F,7404,F,10779,F,7160,F,6780,F,6550,F,12342,,20387,,8120,F,7979,F,24101,,16877,,11596,F,15239,F,13379,,13136,,11847,,15527,,17316,F,25813,,20987,F,20054,F,20374,F,27517,F,32605,F,42728,,51302,,45897,,40660,,39783,,43438,,48922,
Brunei Darussalam,All,Reexports,Value (USD 1000),USD 1000,68,,62,,47,,39,,44,,65,,51,,69,,137,,215,,246,,275,F,300,F,350,F,380,F,440,F,450,F,510,F,520,F,0,.,0,.,0,.,0,.,0,.,0,.,348,,0,.,0,.,537,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3966,
Bulgaria,All,Export,Value (USD 1000),USD 1000,18400,F,15700,F,20900,F,24000,F,27800,F,21400,F,23600,F,16125,F,13390,F,15043,F,21154,F,30758,F,27720,F,25143,F,15056,,15426,,10230,F,8009,,12175,,21731,,26426,,11434,,6550,,8018,,7224,,7488,,5852,,8637,,10737,,10722,,16786,,18021,,24746,,25347,,33537,,34661,,34399,,40731,,45885,,49019,,67199,,88446,,88647,
Bulgaria,All,Import,Value (USD 1000),USD 1000,7110,F,11510,F,12810,F,15330,F,14450,F,18560,F,19580,F,16535,F,9200,F,11300,F,8785,F,11675,F,11475,F,7260,F,2486,,1396,F,7023,,5333,,10049,,11402,,10398,,15882,,21835,,13085,,11543,,15295,,15455,,21318,,21917,,29133,,38483,,41670,,74765,,72060,,71054,,81633,,76546,,90734,,96546,,99885,,106782,,120684,,125705,
Burkina Faso,All,Export,Value (USD 1000),USD 1000,4,,7,,8,,1,,0,.,7,,10,,1,,0,.,0,.,5,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,.,24,,14,,3,,11,,0,.,0,.,0,0,224,,450,F,801,,1159,,1025,,655,,625,,756,,650,,626,,838,,300,,269,,102,
Burkina Faso,All,Import,Value (USD 1000),USD 1000,911,F,935,,1344,,1210,,2741,,1828,,2045,,1897,,1428,,1043,,2824,,4047,,5378,,5120,F,5522,F,4975,F,4450,F,4292,F,4986,,4566,,5218,,4727,,1078,,2029,,1381,,716,,774,,1151,,1877,,3872,,4890,F,5768,,6486,,9083,,9087,,10004,,10661,,10732,,11579,,11139,,12086,,14807,,17393,
Burundi,All,Export,Value (USD 1000),USD 1000,125,,85,,99,,119,,0,.,91,,0,.,0,.,159,,0,.,201,,301,,264,,328,,301,,279,,267,,243,,230,,297,,122,,172,,206,,153,,132,,183,,163,,137,,162,,173,,214,,228,,207,,226,,184,,217,,180,,320,,324,,215,,122,,2,,11,
Burundi,All,Import,Value (USD 1000),USD 1000,69,,253,,56,,212,,602,,600,,607,,571,,622,,274,,24,,19,,18,,237,F,323,F,257,F,218,F,723,,906,,21,,411,,169,,48,,79,,55,,98,,116,,70,,125,,37,,138,,41,,36,,161,,435,,1372,,2275,,2485,,2026,,1725,,1930,,1776,,1833,
Cabo Verde,All,Export,Value (USD 1000),USD 1000,659,,701,,552,,1173,,2048,,612,,2884,,2299,,1986,,1805,,2487,,4460,,1600,,4836,,2749,,1461,,3024,,2412,,2398,,2093,,2866,,3098,,1987,,1851,,838,,298,,501,,493,,1243,,7159,,11301,,7009,,8094,F,25729,,37519,,56050,,44545,,58281,,68137,,57001,,49546,,37559,,61773,
Cabo Verde,All,Import,Value (USD 1000),USD 1000,164,,11,,10,,9,,8,,9,,6,,39,,27,,29,,170,,147,,115,,264,,280,,299,,313,,407,,520,,923,,688,,2157,,1260,,939,,617,,905,,766,,958,,927,,1117,,1691,,1977,,3295,,3029,,2361,,3694,,3823,,4511,,4218,,3600,,5211,,6271,,7396,
Cabo Verde,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,575,,740,,478,,0,.,0,.,0,.,0,.,3963,,1857,,4281,,1223,,0,.,0,.,0,.,0,.,0,.,16522,,19966,,0,-,0,-,0,-
Cambodia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3,,19,F,45,F,18,F,75,F,190,F,200,F,200,F,15607,F,20358,F,18378,F,15106,F,15611,F,23126,F,39546,F,34935,F,34469,F,32114,F,36284,F,37816,F,42400,,48551,,26835,F,23285,F,24679,F,30362,F,40011,F,60000,F,61020,F,62500,F,63900,F,66046,F,65442,F,75361,F,85306,F
Cambodia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3168,F,7017,F,6328,,3365,F,2439,F,2798,F,2724,,467,,586,,3090,,3225,,9602,,4206,,3626,,2973,,5163,,4573,,6250,,12739,,15436,F,27491,,17363,,20571,,28748,,26417,
Cameroon,All,Export,Value (USD 1000),USD 1000,3655,,4202,,3662,,1237,,3972,,1151,,1576,,1901,,2670,,3333,,3190,,7005,,7107,,7746,,8724,,2265,,2300,F,1145,,986,,1907,,1420,,1393,,2604,,1543,,938,,365,,129,,315,,51,,102,,897,,1390,,1357,,2190,,2859,,1262,,2412,,2153,,2611,,1967,,2656,F,2817,,2970,F
Cameroon,All,Import,Value (USD 1000),USD 1000,4536,,5327,,6779,F,9276,F,11028,F,17164,F,17505,F,21130,F,21236,F,24675,,38359,,41210,,49266,,46562,,53833,,22291,,26460,F,37638,,19809,,27288,,19254,,31377,,35600,,29595,,27740,,29365,,23938,,37780,,45212,,63846,,77428,,126709,,178148,,243357,,188210,,323828,,249615,,301842,,306252,,295024,,289002,,206324,,241125,F
Canada,All,Export,Value (USD 1000),USD 1000,604232,,757325,,982620,,1111171,,1082397,,1252113,,1292928,,1261469,,1256507,,1343496,,1732873,,2066936,,2186706,,2032387,,2256088,,2153493,,2065445,,2068014,,2210098,,2327286,,2306452,,2168150,,2279240,,2631777,,2835295,,2812348,,3061186,,3317675,,3506676,,3614782,,3682836,,3732408,,3729834,,3262738,,3875003,,4224530,,4249656,,4390982,,4560096,,4659362,,4946738,,5295231,,5345148,
Canada,All,Import,Value (USD 1000),USD 1000,183631,,205843,,216644,,267078,,301589,,298680,,281406,,335268,,373051,,355939,,433087,,511901,,593327,,659238,,630829,,686403,,698952,,833516,,933574,,1052045,,1178457,,1145158,,1215022,,1358379,,1408800,,1392804,,1374759,,1448839,,1567148,,1690115,,1842119,,2024531,,2083226,,2045265,,2294186,,2688920,,2732632,,2867326,,3022065,,2735844,,2858892,,2979009,,3068623,
Canada,All,Reexports,Value (USD 1000),USD 1000,4980,,4326,,6447,,3579,,12092,,8696,,6723,,15818,,15337,,15752,,18936,,25234,,19733,,18786,,27743,,24467,,30059,,0,.,0,.,0,.,0,.,113640,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,.,0,.,82497,,98698,,97840,,111501,
Cayman Islands,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,4680,F,5770,F,11230,F,8920,F,6880,F,5690,F,4310,F,6120,F,17000,F,4590,F,9355,F,12820,F,11040,F,5185,F,7320,F,1680,F,1754,F,1198,F,879,F,218,F,193,F,180,F,94,F,108,F,50,F,213,F,196,F,397,F,77,F,130,F,446,F,202,F,155,F,0,.,3,F,5,F,185,F,71,F,0,.,1,F
Cayman Islands,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,765,,1102,,1150,F,1180,F,1200,F,1210,F,1203,F,2255,F,2662,F,2560,F,2294,F,3213,,3361,,2913,,3147,,2538,F,1135,F,463,F,665,F,641,F,954,F,1492,F,1905,F,1880,F,1627,F,855,F,2997,F,4006,F,2833,F,3394,F,3461,F,3468,F,4266,F,3814,F,3779,F,3156,F,3586,F,4957,F,5425,F
Central African Republic,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,.,16,,0,.,0,.,40,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,393,,400,F
Central African Republic,All,Import,Value (USD 1000),USD 1000,546,,597,,487,,343,,733,,99,,0,.,401,,173,,635,,1504,,1615,F,1231,F,1422,,1937,,1110,,972,,1074,,507,,302,,161,,628,,174,,503,,234,,271,,353,,1075,,1104,,1086,,1317,F,1750,,1999,,2958,,4033,,3104,,3020,,2609,,5704,,7280,,3686,,5970,,5351,F
Chad,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2,F,0,0,1,F,0,.,0,.,9,,0,.,263,,35,,30,F,49,F,43,F,67,F,53,F,54,F,45,F,48,F,46,F,50,F
Chad,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1548,,940,,4399,,1165,F,0,.,28,F,5,F,71,F,763,F,1125,F,215,,198,,683,,517,,280,,604,F,840,F,708,F,1120,F,1175,F,1831,F,843,F,1343,F,1345,F,1746,F
Chile,All,Export,Value (USD 1000),USD 1000,100761,,124229,,172510,,225196,,322982,,326551,,386335,,419027,,419364,,437132,,514677,,632437,,804744,,899947,,885074,,1084598,,1265820,,1138189,,1378560,,1770918,,1768410,,1853272,,1650369,,1763102,,1858390,,2006707,,1922057,,2194757,,2564538,,3042750,,3638936,,3774414,,4026806,,3702645,,3510784,,4630913,,4489928,,5173331,,6047557,,4963976,,5292426,,6161316,,6932195,
Chile,All,Import,Value (USD 1000),USD 1000,2006,,1500,,2368,,1583,,4914,,5884,,4529,,2300,,1600,,800,,200,,1400,,1070,,4400,,13280,,15649,,28329,,25563,,35810,,52452,,50588,,46923,,45851,,65415,,58527,,64507,,47028,,86141,,127805,,99826,,176379,,204690,,284201,,132490,,278692,,396203,,402489,,437915,,461645,,455039,,345527,,401990,,451439,
China,All,Export,Value (USD 1000),USD 1000,126500,F,118000,F,182500,F,240500,F,263000,F,288500,F,267000,F,267000,F,290519,F,267916,F,494794,F,721185,,969058,,1039516,,1302533,,1184881,,1562513,,1545840,,2388556,,2926479,,2955499,,3045439,,2744392,,3064160,,3706339,,4106214,,4600704,,5362366,,6779909,,7674305,,9150328,,9450995,,10356951,,10473061,,13475208,,17228927,,18444831,,19710552,,21191537,,19924138,,20323122,,20701805,,21856930,
China,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,71196,F,95390,F,112646,F,144281,,333251,,359498,,224460,,464783,,712150,,607355,,866219,,957379,,1200992,,1202099,,1011028,,1146031,,1820699,,1816022,,2226628,,2426254,,3167656,,4031009,,4188548,,4585381,,5256087,,5102345,,6342604,,7797598,,7695049,,8362626,,8890462,,8722361,,9055258,,11027653,,14692233,
"China, Hong Kong SAR",All,Export,Value (USD 1000),USD 1000,76225,,88883,,92546,,103262,,92538,,97082,,101544,,93958,,86050,,82855,,112324,,129178,,149460,,151371,,144968,,154588,,148781,,155718,,170856,,189323,,216722,,300117,,141088,,88887,,97743,,73018,,72015,,63493,,77235,,74608,,75398,,67508,,70858,,74027,,79671,,86463,,93887,,99463,,91698,,91302,,91134,,782786,,773349,
"China, Hong Kong SAR",All,Import,Value (USD 1000),USD 1000,182459,,215346,,254876,,309811,,361434,,361504,,469351,,439507,,439621,,471609,,624726,,794280,,1030588,,988063,,1112127,,1232267,,1398728,,1377174,,1652348,,1861022,,1954760,,2117506,,1631323,,1615169,,1972035,,1786497,,1788019,,1775146,,1930169,,1903977,,2059757,,2247293,,2429061,,2562040,,3069839,,3546356,,3669103,,3811009,,3663054,,3587244,,3782272,,3625373,,3879524,
"China, Hong Kong SAR",All,Reexports,Value (USD 1000),USD 1000,45785,,49013,,68196,,98439,,95643,,100085,,134607,,135801,,167956,,216095,,309281,,382339,,594834,,556938,,552481,,492676,,478085,,409844,,525128,,479353,,459512,,381059,,316007,,336208,,489077,,386949,,376772,,379878,,384751,,351592,,345346,,407263,,420881,,399906,,465068,,549408,,784144,,1095385,,992185,,779041,,708610,,0,.,0,.
"China, Macao SAR",All,Export,Value (USD 1000),USD 1000,6588,,7326,,10970,,11542,,8557,,3714,,5755,,5692,,7620,,7717,,7400,,7776,,6045,,5083,,6309,,6878,,5033,,5963,,4362,,2580,,2245,,2330,,1725,,1878,,2619,,2371,,2350,,1470,,1141,,1153,,1782,,2596,,3218,,7506,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,649,,1061,
"China, Macao SAR",All,Import,Value (USD 1000),USD 1000,3839,,4338,,5845,,9791,,15027,,6201,,7595,,9268,,9913,,8986,,10508,,13489,,12984,,13515,,18795,,15154,,13549,,15251,,16682,,19373,,18432,,17689,,17253,,13366,,13742,,16805,,22409,,28059,,29046,,34430,,36525,,46277,,55574,,63600,,73853,,88922,,91933,,109318,,134062,,143367,,138494,,149977,,176012,
"China, Macao SAR",All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,387,,97,,483,,1017,,998,,1189,,1502,,1372,,1138,,1150,,1772,,2585,,3202,,3748,,2323,,1849,,2745,,2481,F,3012,,2519,,730,F,454,F,0,-
Colombia,All,Export,Value (USD 1000),USD 1000,20177,,20479,,22676,,27231,,35036,,33170,,32712,,27367,,29956,F,31694,F,36080,F,50050,F,62849,F,86242,,117774,F,171061,,169521,,161209,,259259,,249658,,203859,,218262,,210078,,183907,,191247,,175317,,166458,,160229,,160232,,181180,,165444,,189232,,240585,,209084,,179903,,188791,,201383,,192129,,219141,,167515,,161744,,135535,,149465,
Colombia,All,Import,Value (USD 1000),USD 1000,22584,,27991,,41098,,63385,,62983,,84249,,84183,,46928,,76697,,43715,,48142,,36182,,48572,,30412,,43556,,52100,,53546,,71925,,95962,,119210,,114551,,111325,,112123,,71789,,75966,,73963,,77855,,81214,,102329,,131853,,144666,,175778,,242106,,230029,,261326,,315989,,372481,,465704,,518093,,438380,,424807,,402517,,477982,
Comoros,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,14,,13,,9,,10,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,95,,492,,94,,155,F,1,F,0,0,0,.,1,,4,,7,,0,0,0,.,0,.,3,,0,.,0,0,0,.,1,,0,.,0,.,0,.,137,,6,,0,-
Comoros,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,436,,502,,222,,378,,87,,517,,460,F,520,F,600,F,650,F,750,F,730,F,1160,F,915,F,465,,331,,331,,517,,461,,335,,439,,229,,623,,859,,709,,735,,463,,1772,,890,,1192,,539,,1118,,864,,1381,F,1120,F,1990,,1691,,2494,
Congo,All,Export,Value (USD 1000),USD 1000,0,.,0,.,28,,636,,854,,102,,50,,20,,54,,107,,36,,68,,85,,31,,1,,0,.,20,,8218,,9815,,10006,,10558,,9821,,3309,F,1690,F,2161,F,1362,F,2843,F,4307,F,5140,F,1279,F,3066,F,591,,1066,,919,,894,,831,F,415,F,641,,913,,1154,F,5804,,6898,,5946,
Congo,All,Import,Value (USD 1000),USD 1000,4286,,4231,,11134,,13525,,15012,,15651,,17102,,19126,,29572,,31953,,38750,,32171,,24300,,20423,,21993,F,25689,,31509,,34966,,21726,,27048,,34795,,28194,F,19744,F,18717,F,20692,F,24714,F,12306,F,9928,F,18088,F,10804,,16343,F,11886,F,30041,,21580,,17036,,34151,,39483,,65572,,84856,,33184,F,53178,,73627,,67557,
Congo,All,Reexports,Value (USD 1000),USD 1000,0,,0,,0,,0,.,1130,F,3000,F,3000,F,3000,F,5350,F,4800,F,4100,F,2900,F,2600,F,3000,F,3300,F,4900,F,6200,F,7500,F,5700,F,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
"Congo, Dem. Rep. of the",All,Export,Value (USD 1000),USD 1000,0,.,0,.,42,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1083,F,1351,F,742,F,618,F,431,F,586,F,334,F,327,F,433,F,446,F,419,F,393,F,402,F,391,F,595,F,720,F,700,F,767,F,787,F,1112,F,1018,F,2147,F,1059,F,1143,F
"Congo, Dem. Rep. of the",All,Import,Value (USD 1000),USD 1000,31363,,29119,,31993,,33000,F,31200,F,45634,,35680,,59395,,32150,,46789,,58510,,54770,,50699,,63803,,40000,F,25032,,38816,,39694,,38512,,47985,,51231,,45827,,51432,,40701,F,26217,,35663,F,38565,F,38708,F,45437,F,54778,F,62475,F,85040,F,93769,F,81007,F,112927,F,144517,F,142410,F,145253,F,160649,F,136770,F,106960,F,135660,F,153674,F
Cook Islands,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,111,,89,,385,,936,,288,,603,F,132,,75,,115,,93,,1183,,2611,F,2030,,2576,,816,,1293,F,874,F,632,F,1896,F,1783,F,7068,F,4878,F,7142,F,5187,F,6274,F,10538,F,7563,F
Cook Islands,All,Import,Value (USD 1000),USD 1000,163,,284,,282,,327,,275,,397,,230,F,354,F,230,F,225,F,140,F,250,F,197,F,280,F,446,,589,,620,F,585,F,620,F,438,F,385,F,337,F,543,,551,,323,F,592,,488,,1119,,745,,1015,,997,,1115,,861,F,760,F,879,F,675,F,1020,F,1127,F,1690,F,1281,F,1258,F,1620,F,1544,F
Costa Rica,All,Export,Value (USD 1000),USD 1000,5203,,5776,,7257,,11347,,9246,,7469,,6738,,12276,F,17648,,28877,,33759,,35121,,51493,,67439,,61270,,62583,,74855,,93732,,104876,,122547,,216290,,251943,,254612,,148795,,117891,,133749,,138503,,133571,,116433,,122224,,105977,,107913,,127860,,116874,,106679,,132369,,182345,,157152,,145878,,139069,,118207,,131442,,134888,
Costa Rica,All,Import,Value (USD 1000),USD 1000,946,,1546,,1462,,2636,,4693,,1243,,908,,2931,,5342,,5211,,4341,,8538,,9511,,11846,,15033,,12941,,14427,,14069,,23986,,22361,,27522,,48228,,37274,,25445,,19732,,23177,,32169,,28271,,31927,,31642,,39926,,45185,,61199,,54902,,49490,,73566,,87901,,95121,,134583,,143153,,159964,,199275,,185897,
Croatia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,55527,,49358,,50484,,44749,,49346,,57280,,43534,,35232,,44166,,64138,,80068,,115153,,103999,,97331,,159938,,153249,,150538,,165154,,136519,,179304,,156299,,153877,,187643,,196005,,196954,,210698,,239540,
Croatia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,21380,,23405,,25427,,33438,,37636,,43921,,40716,,35376,,39103,,70902,,90614,,94597,,83231,,106177,,115147,,129178,,144850,,109883,,106771,,126641,,121649,,114046,,145756,,143162,,151057,,172569,,196119,
Cuba,All,Export,Value (USD 1000),USD 1000,85493,,79684,,109428,,131667,,123839,,121332,,115918,,125261,,101686,,127309,,146317,,141670,,146348,,129330,,101101,,129792,,110562,,73332,,103359,,126717,,130334,,97643,,98012,,97648,,88116,,80110,,93121,,65443,,89221,,76868,,69471,,87739,,79837,,45695,,59658,,66716,F,48562,F,44845,F,42810,F,53729,F,69690,F,98488,F,73819,F
Cuba,All,Import,Value (USD 1000),USD 1000,44448,,44001,,59650,,52562,,81168,,86068,,47788,,57149,,30499,,61719,,55479,,51846,,60697,,43180,,36486,,15361,,11844,,18921,,18672,,27317,,21951,,16692,,23985,,32822,,43809,,38641,,29403,,36281,,51723,,54175,,39755,,53878,,67503,,43643,,26399,,31869,F,30808,F,28666,F,33373,F,41575,F,42841,F,37978,F,40842,F
Cuba,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,532,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Curaçao,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,19679,F,33631,F,34839,F,30087,F,24606,F,34035,F,40268,F,37210,F
Curaçao,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,11786,F,9325,F,8932,F,8465,F,9048,F,9428,F,7054,F,13253,F
Cyprus,All,Export,Value (USD 1000),USD 1000,10,,64,,194,,185,,254,,181,,0,.,46,,14,,20,,199,,280,,885,,1536,,4058,,1491,,568,,3534,,2505,,3457,,2568,,2948,,4715,,4967,,7143,,6836,,5504,,4489,,27821,,30912,,25202,,31600,,42808,,13657,,16895,,27715,,21092,,32731,,30503,,33002,,34698,,34789,,38785,
Cyprus,All,Import,Value (USD 1000),USD 1000,1730,,2689,,4903,,4532,,6255,,6532,,8895,,8067,,7944,,9253,,11575,,17013,,17214,,21467,,23666,,26504,,33631,,28555,,30911,,38821,,35220,,32525,,38381,,33593,,30782,,34720,,33704,,37786,,52531,,54769,,58020,,80038,,100674,,78305,,80082,,94348,,93428,,83811,,95394,,88404,,99085,,105750,,109496,
Cyprus,All,Reexports,Value (USD 1000),USD 1000,244,,176,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,95,,83,,156,,391,,499,,3044,,2931,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Czechia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,22379,,24478,,31060,,33352,,29727,,30436,,26301,,26375,,31792,,36352,,45002,,55370,,64309,,71243,,89055,,108095,,86673,,101569,,131006,,127253,,150418,,171652,,159589,,187886,,208547,,191975,
Czechia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,53736,,69636,,84761,,97977,,92243,,90772,,75864,,75663,,88766,,92342,,99430,,116125,,140396,,159939,,190912,,233363,,205384,,216452,,257726,,255077,,285922,,314558,,288589,,324344,,366112,,389519,
Czechoslovakia,All,Export,Value (USD 1000),USD 1000,2664,,2610,,2818,,3452,,3592,,3142,,2856,,3126,,1733,,1622,,2252,,2201,,7751,,7764,F,9195,F,17064,,12780,F,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,
Czechoslovakia,All,Import,Value (USD 1000),USD 1000,81649,,73887,,85881,,89562,,100760,,95014,,89345,,77250,,79542,F,73388,,89253,,95146,,113710,,98907,,71662,,61402,,57500,F,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,
Côte d'Ivoire,All,Export,Value (USD 1000),USD 1000,14526,,22101,,25241,,39489,,56819,,49132,,47807,,55703,,54743,,53899,,59616,,78601,,92876,,94073,,118022,,102573,,100366,,117977,,135666,,237290,,222871,,224072,,215939,,153142,,128876,,107679,,140481,,140902,,159478,,103059,,125080,,171924,,198535,,170271,,103283,,77711,,115058,,110847,,94999,,144158,,109484,,151179,,154856,
