Country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S
Angola,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3128,F,1896,F,1044,F,1224,F,1456,F,2279,F,2221,,2883,F,1358,F,3680,F,5790,F,5307,F,5427,F,14250,F,13741,F,7103,F,7859,F,7531,F,7837,F,7930,F,7017,F,8565,F,12035,F,5084,,11911,,11420,F,13617,F,24723,,70971,,45305,,50822,
Angola,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,97292,,96926,,126769,F,138284,F,157255,F,128556,,116174,F,88872,F,63263,F,5289,F,4980,F,4043,F,2708,F,3420,F,3224,F,3941,F,2640,F,5130,F,8014,F,7815,F,8818,F,11931,F,20090,F,14656,F,24776,F,28858,F,41843,F,49843,,65573,,97636,,162137,,133098,,229849,,171880,,92400,,114790,,89898,
Angola,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,32500,F,44300,F,47200,F,41554,F,46360,,46175,,45549,,36836,F,25607,,38569,,39919,,34696,,39192,,38869,F,38703,,28925,,23205,,35488,,31514,,28187,,20684,,38314,,79808,,54808,,76442,,64286,F,58815,,51386,,105043,,83103,,33832,,105954,,123554,,159646,,162090,F,162100,F,168800,F,142273,,184289,,421765,,305422,,414208,,414678,
Antigua and Barbuda,All,Export,Tonnes – net product weight,Tonnes – net product weight,86,F,92,,182,,50,F,510,,186,,216,,200,F,85,,549,,300,F,139,,171,,169,,107,F,98,F,36,F,99,F,100,F,103,F,208,,152,,100,,43,,27,,120,F,75,F,291,F,72,F,50,,161,F,36,,110,F,56,,59,,115,,114,,80,,57,,46,F,51,F,70,F,75,F
Antigua and Barbuda,All,Import,Tonnes – net product weight,Tonnes – net product weight,602,F,477,,463,,680,F,945,,661,,590,F,550,F,544,,685,F,637,F,626,,773,,1147,,597,,336,F,634,F,774,F,670,F,419,F,458,F,547,F,394,F,1338,,1643,,439,F,739,F,1679,F,1444,F,1554,,1807,,2199,,1591,F,1599,,1543,,1639,,1685,,1664,,1638,,1780,,1569,,1972,,2344,
Antigua and Barbuda,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,0,3,,0,.,21,,13,,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,12,,4,,0,.,0,.,0,.,0,.,0,0,0,.,5,,0,.,0,0,1,,0,0,0,0,1,,12,,3,,2,,2,,0,0
Argentina,All,Export,Tonnes – net product weight,Tonnes – net product weight,105437,,159923,,210841,,239982,,168434,,149919,,235151,,185951,,130343,,147362,,199615,,235018,,207027,,224278,,255259,,309889,,273701,,476799,,536957,,582840,,671904,,688187,,604601,,599485,,539039,,452179,,450328,,486184,,494128,,494049,,627524,,540700,,560352,,481360,,457153,,456016,,429979,,489677,,495948,,459987,,444963,,475740,,479044,
Argentina,All,Import,Tonnes – net product weight,Tonnes – net product weight,831,,9664,,9295,,14855,,15466,,14525,,12467,,9116,,13594,,10247,F,12650,F,24853,,15837,,12913,,4698,,15936,,24408,,20711,,26940,,26777,,27383,,33388,,32691,,36678,,42882,,44494,,9267,,19212,,29430,,35491,,37345,,43724,,35734,,33326,,41760,,46848,,45030,,42036,,36798,,47605,,48900,,50012,,49688,
Argentina,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,130305,,150196,,253799,,313502,,214317,,209718,,297500,,264100,,187900,,205800,,249261,,293761,,237477,F,235360,F,275800,F,329465,F,390230,F,526985,F,564107,F,624723,F,656937,F,754931,F,558669,F,582449,F,518913,F,483761,F,473955,F,456813,F,481402,F,570537,,667958,,573836,,589034,,531411,,515445,,494601,,489836,,546586,,536844,,525527,,488297,,502707,,519084,
Armenia,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,59,,0,0,14,,52,F,320,,31,,102,,444,,789,,872,,847,,1048,,867,,987,,662,,1332,,2659,,3933,,6887,,6180,,4593,,4071,,3887,,4577,
Armenia,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,287,F,751,,237,,392,,1043,F,1590,,2640,,2466,,3366,,2957,,4454,,9547,,4976,,4038,,4979,,4756,,3321,,4862,,5280,,4844,,4513,,3421,,3344,,4369,,3495,
Armenia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,6,F,10,F,14,F,2,F,4,F,19,F
Armenia,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,37,,30,,0,.,0,0,35,,16,,1,,12,,26,,0,.,0,.,18,,27,,0,-,0,-,0,-,0,-,0,-
Aruba,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,8,,112,F,257,,672,,18,,11,,18,,4,,5,F,4,F,5,F,0,.,0,.,73,F,0,.,166,,81,,110,,335,,242,,190,,106,,13,,10,,4,,2,,3,,0,0,0,0,23,,1,F,5,,20,,56,,32,
Aruba,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,919,,1462,F,2433,,1602,,1125,,1499,,1184,,1242,,1370,F,1976,F,2568,F,3782,,4072,,3967,,4111,,1674,,1705,,1575,,1630,,1959,,2013,,1782,,2188,,2021,,2145,,2387,,2316,,2118,,2683,,2602,,2770,,3141,,3235,,3255,,3324,
Australia,All,Export,Tonnes – net product weight,Tonnes – net product weight,24169,,29216,,26429,,30044,,42484,,31781,,43352,,45143,,41155,,32978,,33960,,37916,,41100,,36412,,46932,,52850,,50828,,55394,,64375,,72084,,69512,,77160,,81454,,83405,,81572,,91148,,84118,,75493,,73345,,67901,,67916,,50804,,51634,,50468,,49742,,46931,,41733,,42524,,47435,,61410,,66399,,57351,,51795,
Australia,All,Import,Tonnes – net product weight,Tonnes – net product weight,63318,,70072,,60796,,59869,,82251,,83343,,83972,,80725,,93435,,105008,,95365,,102460,,103203,,124411,,135171,,113447,,134309,,124981,,188737,F,156253,,189731,,199591,,184704,,235529,,277228,,262686,,265403,,252107,,280097,,269127,,295911,,292753,,302135,,282273,,277707,,277076,,304205,,309581,,324498,,302477,,308495,,298985,,301620,
Australia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,33584,,35840,,35397,,31480,,39475,,36892,,46824,,50807,,46561,,38865,,40199,,42055,,47926,,39810,,43193,,45032,,41936,,39712,,41098,,46070,,36852,F,42763,F,49733,F,52929,F,52861,F,57915,F,53750,F,49832,F,50146,F,50085,F,43042,F,40260,F,38474,F,33743,F,34557,F,32322,F,30885,F,31263,F,34875,F,30653,F,38698,F,27923,F,26225,F
Australia,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,65,,0,.,1272,,296,,406,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Austria,All,Export,Tonnes – net product weight,Tonnes – net product weight,579,,433,,364,,492,,332,,600,,943,,1230,,945,,616,,847,,538,,540,,561,,648,,627,,1445,,1199,,1511,,4561,,4076,,4039,,2966,,5451,,4651,,4119,,7480,,10055,,12344,,5872,,4339,,6242,,7051,,9056,,9606,,11666,,14945,,15918,,12699,,12039,,12440,,13785,,15418,
Austria,All,Import,Tonnes – net product weight,Tonnes – net product weight,67540,,58881,,60441,,68484,,65504,,60320,,62992,,62527,,61816,,63223,,66330,,68740,,64152,,66017,,69016,,65199,,69927,,67589,,74347,,62280,,59681,,64395,,63330,,63438,,55445,,57682,,56229,,63882,,70434,,71734,,70193,,78410,,75352,,73167,,76400,,81826,,82880,,87179,,84142,,83456,,84207,,84535,,85332,
Austria,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,0,0,0,14,,17,,20,,27,,34,,40,,50,,50,,50,,50,,300,,600,,600,,500,,500,,500,,500,,500,,500,,500,,500,,500,,500,F,500,F,500,F,500,,500,,500,,500,,700,,700,,900,,900,,1100,,1200,,1000,,1001,,1001,,1001,,1001,,1001,
Azerbaijan,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1597,F,183,F,1016,,1954,,1840,,5808,,4593,,1792,,610,,568,,2590,,3113,,538,,856,,517,,493,,246,,270,,0,.,32,,0,.,0,0,110,F,188,,516,
Azerbaijan,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,608,F,176,F,726,,868,,1960,,1209,,2828,,2347,,3940,,4229,,5102,,6997,,7513,,7900,,11160,,11723,,12544,,13898,,15176,,18048,,12344,F,9019,F,15059,,22535,F,13839,
Azerbaijan,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3,F,3,F,3,F,3,F,3,F,0,
Bahamas,All,Export,Tonnes – net product weight,Tonnes – net product weight,701,,849,,698,,752,,924,,1006,,1036,,1123,,1095,,1366,,1726,,1370,,1848,,1438,,2220,F,2502,,2560,,2786,,2904,,2551,,2878,,2600,,2737,,3092,,3930,,2734,,2810,,3604,,2785,,2310,,2649,,2330,,2475,,2800,,2493,,2653,,2696,,3244,,2409,,2639,,2677,F,3547,F,2794,F
Bahamas,All,Import,Tonnes – net product weight,Tonnes – net product weight,708,,503,,503,F,307,F,1549,,724,,1042,,950,,1011,,1323,,1177,,1400,F,1251,,1533,,1652,,1842,,1924,,2140,,2092,,2077,,2035,F,2405,,2985,,3084,,4381,,4096,,3621,,3712,,3356,,3539,,3937,,4017,,4492,,3660,,3153,,3903,,4277,,3916,,4173,,4140,,4231,F,3296,F,4003,F
Bahamas,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,691,,935,,849,,823,,989,,873,,1044,,1151,,1252,,1416,,1684,,1756,,1854,,2087,,2005,,2290,,2456,,2758,,2651,,2698,,2832,,2760,,2671,,2843,,3088,,2429,,2845,F,3276,F,3083,F,2125,F,2329,F,4348,F,3845,F,3531,,4392,,3865,,4198,F,3034,F,3325,F,2869,F,3235,F,3441,,6882,
Bahamas,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,6,,0,.,0,.,0,.,0,.,23,,3,,0,.,0,0,0,.,3,,27,,71,,0,.,0,.,47,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,0,8,,1,,2,,9,,14,,71,,0,0,2,,0,0,0,0,1,,0,.,3,,0,-,0,-,0,-
Bahrain,All,Export,Tonnes – net product weight,Tonnes – net product weight,1253,,769,,245,,0,.,11,,7,,1,,0,0,0,0,0,.,365,,788,,581,,962,F,1395,,2301,,1851,,2317,,2856,,3557,,5716,,6073,,5880,,4749,,4726,,5966,,7009,,7177,,8415,,7036,,7858,,9342,,8076,,8537,,6615,,9232,,10525,,10420,,8588,,10064,,9657,,13139,,24310,
Bahrain,All,Import,Tonnes – net product weight,Tonnes – net product weight,709,,1328,,664,,396,,750,,1417,,878,,1371,,1511,,1820,,1568,,1638,,1290,,1633,F,1448,,1916,,1921,,2415,,2468,,3301,,2043,,2164,,2052,,1832,,3144,,3573,,4235,,3364,,3367,,5357,,4798,,4637,,7910,,8136,,7220,,9325,,10453,,10094,,14138,,13582,,14889,,19089,,30354,
Bahrain,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,898,,405,,935,,156,,0,.,0,.,0,.,0,.,0,.,116,,283,,614,,434,,300,F,333,,89,,91,,315,,219,,177,F,1094,,972,F,1276,F,2017,,1024,F,841,F,1250,F,1430,F,1800,F,1180,F,1300,F,1600,F,1750,F,2380,F,2300,F,2660,F,2450,F,3130,F,2750,F,2790,F,2765,F,3050,F,3560,F
Bahrain,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,15,,0,.,54,,25,,12,,9,,1,,6,,176,,0,.,68,,777,,878,,517,,553,,139,,144,,0,.,2383,
Bangladesh,All,Export,Tonnes – net product weight,Tonnes – net product weight,3902,,3621,,2838,,4864,,9657,,7946,,9393,,14465,,20717,,27056,,24733,,26357,,27076,,25499,,31455,,29290,,32220,,31778,,40516,,40282,,39800,,45822,,30771,,28531,,38559,,40789,,37518,,41311,,52926,,58399,,61560,,91002,,87439,,67036,,80577,,88807,F,54383,,74529,,73906,,54482,,73323,F,61039,F,66442,F
Bangladesh,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,0,203,,20,F,110,,55,F,13,F,23,,0,0,0,.,0,.,2,,4,,10,F,11,,2,,17,,60,F,51,F,388,,1148,,2902,,768,,1962,,2265,F,2347,F,4021,,8907,,3909,,4807,,3402,,4464,,9146,,8577,,14850,,31663,,23697,,31564,,68251,,100517,F,154229,,124934,F,123657,F,142051,F
Bangladesh,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,3825,,3590,,5220,,4167,,8964,,7357,,8868,,22398,,24599,,34448,,38850,,41292,,36147,,32503,,38427,,44626,,38619,,42130,,46863,,59418,,63053,,64377,,65766,,73166,,77017,,80017,,78713,,86738,,94251,,106747,,94251,,119795,,132302,,137580,,130305,,134372,,120671,,123309,,123031,,122817,,122825,,126463,,128063,
Barbados,All,Export,Tonnes – net product weight,Tonnes – net product weight,89,,190,,11,,7,,2,,12,,1,,27,,18,,13,,27,,25,F,105,,34,,12,,19,,43,,57,,88,,209,,116,,260,,251,,208,,280,,329,,208,,241,,249,,391,,237,,236,,169,,52,,101,,125,,130,,153,,175,,188,,241,,160,,143,
Barbados,All,Import,Tonnes – net product weight,Tonnes – net product weight,1341,,1458,,1937,,1781,,1626,,2386,,2465,,1479,,1825,,2090,,1981,,2000,F,1832,,2600,,2275,,2388,,1844,,2101,,2302,,2686,,2688,,3263,,1888,,3170,,3810,,4353,,4826,,4903,,4469,,8281,,6651,,6374,,6066,,5603,,5426,,5978,,6173,,5172,,6020,,6364,,6304,,7605,,8254,
Barbados,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,15,,36,,28,,135,,21,,8,,6,,0,.,0,.,4,,0,0,0,.,0,.,20,,26,,17,,8,,3,,3,,11,,18,,19,,13,,16,,19,,19,,12,,0,.,0,.,4,,3,,0,0,0,.,5,,0,.,0,.,21,,20,,10,,10,,16,,8,,0,-
Belarus,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1868,F,1114,F,733,F,576,F,8826,,8844,,14106,,11604,,9723,,14157,,18007,,21402,,28670,,34558,,39075,,23079,,26552,,32833,,39644,,53493,,61883,,64718,,65870,,78952,,79580,
Belarus,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1197,F,8328,F,52656,,73540,,92676,,95239,,77746,,119410,,127490,,135193,,135748,,151968,,158349,,153946,,156002,,165981,,152938,,147626,,130579,,148960,,172368,,185763,,170067,,158544,,178929,,177238,
Belarus,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,0,3,F,2,F,1,F
Belgium,All,Export,Tonnes – net product weight,Tonnes – net product weight,29945,,31847,,40974,,36145,,46185,,53833,,54841,,77343,,84127,,53740,,38944,,44677,,44465,,48553,,55482,,49770,,44754,,55393,,66649,,75715,,78598,,92240,,92923,,94272,,117685,,119660,,121941,,147015,,165706,,235952,,271200,,236571,,225910,,187503,,175295,,170340,,156496,,147774,,153373,,156882,,161620,,170214,,190396,
Belgium,All,Import,Tonnes – net product weight,Tonnes – net product weight,181545,,175898,,169163,,188743,,194609,,191491,,213929,,202635,,221207,,228660,,223612,,228094,,222672,,257554,,265281,,241981,,239826,,232180,,298683,,303354,,265158,,283503,,259298,,267919,,286845,,257941,,249734,,290483,,309553,,326862,,334634,,331796,,342921,,327693,,325281,,322558,,303178,,296933,,306636,,296252,,311353,,316027,,310670,
Belgium,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,24400,,22200,,22790,,24515,,23405,,20358,,26620,,26312,,28625,,31135,,33138,,33596,,32666,,38256,,37282,,38406,,38242,,37060,,37258,,40074,,40003,,41887,,42424,,50747,,50168,,50986,,56222,,57512,,60361,,66060,,70901,,66061,,65186,,58648,,60155,,59449,,58110,,57185,,50912,,57140,,60695,,61069,,58755,
Belize,All,Export,Tonnes – net product weight,Tonnes – net product weight,879,,728,,1403,,670,,566,,670,,641,,769,,643,,633,,609,,725,,752,,759,,758,,830,,1020,,1086,,953,,1215,,1148,,1482,,2171,,3346,,2663,,2670,,1164,,7122,F,8555,,9595,,8045,,3160,,5313,,6519,,7097,,6006,,5720,,7661,,8515,F,11107,,3772,,3237,,3140,
Belize,All,Import,Tonnes – net product weight,Tonnes – net product weight,139,,155,,151,,235,,283,,178,,110,,59,,201,,121,,186,,319,,204,,434,,195,,236,,282,,224,,176,,241,,199,,198,,450,,1170,,1761,,5994,,4779,,7163,,1962,,2685,,1948,,1263,,1235,,739,,676,,184,,304,,286,,298,,664,,871,,537,,665,
Belize,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,674,,507,,513,,492,,405,,575,,527,,612,,639,,691,,587,,595,,617,,526,,654,,808,,1065,,1198,,1258,,1250,,1566,,1999,,2303,,3914,,4263,,5266,,4957,,10754,,12089,,11660,,8195,,3172,,5084,,6314,,7468,,5895,,5844,F,7933,F,7733,F,9666,F,2404,F,2113,F,2358,F
Belize,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,10,,29,,40,,0,.,0,.,0,.,0,.,18,,16,,18,,1,,0,.,0,.,0,.,0,.,20,,0,0,0,.,0,.,108,,0,.,1,,1,,1,,0,.,0,.,0,.,0,0,0,.,0,.,0,0,0,.,0,0,0,-,0,-
Benin,All,Export,Tonnes – net product weight,Tonnes – net product weight,328,,328,F,42,,77,,4,,17,,2,,0,.,66,,139,,165,,115,,176,,64,F,41,F,44,,32,,366,,488,,374,,412,,358,,631,,324,,487,,666,,772,,439,,244,,143,,333,,660,,65,,135,,1149,,1106,,531,,481,,1174,,281,,199,,211,,140,
Benin,All,Import,Tonnes – net product weight,Tonnes – net product weight,6247,,6216,,7186,,6955,,4126,,4896,,5858,,4359,,4523,,5658,,7481,,5403,,5160,,2214,,2600,F,10193,,13536,,18715,,11547,,13359,,11285,,11348,,8487,,15449,,21219,,11688,,21564,,29232,,28628,,45124,,56772,,66643,,80643,,75259,,78362,,81541,,79784,,86201,,150708,,148381,,174540,,105090,,107530,
Benin,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,2600,,2600,,2300,,2300,,2323,,2404,,2357,,2163,,2086,,2152,F,2212,F,2117,F,2176,F,2164,F,2141,F,2000,F,2032,F,2306,F,2345,F,2333,F,2312,F,2250,F,2453,F,2306,F,2456,F,2733,F,2680,F,2734,,2734,,2650,,30350,F,30300,F,30000,,30200,,30365,,30310,,31026,,26926,,29709,,20703,,34538,,30007,F,30802,
Benin,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,47,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,.,4,,0,-,0,-
Bermuda,All,Export,Tonnes – net product weight,Tonnes – net product weight,18700,,33400,,25190,,17000,F,15000,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,4,F,2,,0,0,2,F,15,F,0,0,3,F,94,F,20,F,9,F,21,F,2,F,20,F,25,F,19,F,0,0,0,0,3,,2,,1,F,1,,1,F,2,
Bermuda,All,Import,Tonnes – net product weight,Tonnes – net product weight,1061,F,824,F,906,F,1413,F,1052,F,1000,F,1094,F,1178,F,1276,F,1270,F,1240,F,1118,F,1322,F,1224,F,1686,F,1458,F,1568,F,1368,F,1350,F,947,F,950,F,1252,F,1010,F,1111,F,996,F,1300,F,1161,F,1089,F,1120,F,2075,F,2321,F,2280,F,2145,F,1933,F,1510,F,1660,F,1979,F,2231,F,2155,,2257,,2097,,1752,,2099,
Bermuda,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,18700,,33400,,25190,,17000,F,15000,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,428,,432,,399,,394,,449,,485,,455,,468,,460,,288,,315,,398,,365,,377,,401,,380,,420,,398,,417,,384,,479,,512,F,461,,417,,406,,403,,385,,355,
