Country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S
Denmark,All,Import,Tonnes – net product weight,Tonnes – net product weight,284533,,273235,,303928,,311692,,373135,,375282,,372705,,359838,,454628,,453025,,494320,,506171,,572734,,635369,,492375,,490514,,499834,,531594,,889866,,882857,,923718,,1063944,,1157148,,1219680,,1301456,,1311749,,1400897,,1603283,,1424817,,1335635,,1376863,,1431119,,1242553,,1292724,,1464265,,1343288,,1244294,,1251230,,1382484,,1383377,,1500899,,1377571,,1430974,
Denmark,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,679755,,649447,,599846,,688016,,784419,,768355,,729386,,757078,,774402,,739186,,747399,,709656,,791979,,765182,,757725,,895394,,911623,,843026,,913782,,927567,,803824,,803408,,814246,,796771,,629662,,844633,,780438,,678120,,699851,,692582,,713344,,574779,,649553,,644813,,641349,,585233,,519233,,552514,,544674,,548267,,539080,,628302,,580603,
Djibouti,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,32,,19,,56,,66,,45,,18,,43,F,21,F,10,F,11,F,25,F,25,F,42,F,6,F,30,F,19,F,33,F,9,F,10,F,32,F,62,F,15,F,8,F,21,F,5,F,2,F,9,F,2,F,11,F,3,F,2,F,19,F
Djibouti,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,257,,170,,298,,477,,207,,98,,209,,164,,129,,139,,414,,426,F,436,F,310,F,301,F,552,F,486,F,614,F,510,F,290,F,402,F,275,F,550,F,330,F,669,F,621,F,484,F,429,,333,F,477,F,542,F,833,F,570,F,1215,F,1572,F,734,F,1203,F
Dominica,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,0,4,,3,,2,,4,,0,0,1,,1,,0,0,0,0,0,0,0,0,0,.,0,.,22,F,6,F,2,F,3,F
Dominica,All,Import,Tonnes – net product weight,Tonnes – net product weight,372,,388,,374,,308,,209,,180,F,300,F,260,F,325,F,332,F,302,F,268,,289,,385,,492,F,482,F,490,F,505,F,479,,880,,589,,411,,631,F,765,,678,,573,,576,,513,,587,,523,,432,,556,,523,,720,,334,,444,F,391,F,405,F,946,F,1028,F,562,F,417,F,457,F
Dominica,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,6,,1,,0,.,1,,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,81,,0,-,0,-,0,-,0,-,0,-,0,-
Dominican Republic,All,Export,Tonnes – net product weight,Tonnes – net product weight,646,,852,,771,,657,,856,,1070,,1089,,1310,,1069,,2193,,1542,F,1187,,916,,1361,,540,,124,F,218,F,401,F,169,F,752,F,748,,2054,,2215,,2085,,1907,,2178,,2869,,5205,,1280,,1780,,1079,,927,,1321,,1349,,2214,,5389,,3774,,3797,,4630,,3469,,2087,,2536,,2127,F
Dominican Republic,All,Import,Tonnes – net product weight,Tonnes – net product weight,9600,F,13554,,12008,,15753,,18845,,13415,,14119,,14415,,8046,,15375,,19068,F,16165,F,18593,F,18683,F,18589,F,14026,F,11682,F,15981,F,15939,F,16420,F,18174,F,22620,F,21679,F,25430,F,28630,F,28345,F,25515,,21356,,21971,,23440,,30783,,35206,,31370,,38210,,34505,,38466,,36119,,29010,,35169,,35380,,39776,,37691,,46186,F
Ecuador,All,Export,Tonnes – net product weight,Tonnes – net product weight,65271,,96975,,106665,,129142,,155165,,147911,,162443,,69781,,156584,,247081,,268864,,200058,,219624,,185084,,149564,,153257,,132398,,152129,,173202,,220888,,314729,,284778,,269650,,297710,,264238,,303994,,271707,,325628,,353563,,373843,,458575,,478074,,481468,,502555,,504667,,620888,,640055,,699770,,765775,,792059,,916611,,903015,,1099907,
Ecuador,All,Import,Tonnes – net product weight,Tonnes – net product weight,136,,285,,370,,508,,536,,153,,7,,0,0,6,,50,,0,0,0,.,0,.,0,.,6333,,11452,,1902,,10669,,18914,,20427,,22767,,14831,,39405,,12620,,8321,,24605,,45732,,61662,,54448,,48722,,58341,,97957,,169470,,205907,,201946,,212337,,129013,,100385,,179993,,134521,,111372,,109799,,147605,
Ecuador,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,89399,,128546,,166458,,155320,,198963,,226920,,210756,,86916,,264708,,382502,,335585,,246057,,290074,,244041,,193125,,190569,,161145,,194670,,239161,,296144,,335701,F,277000,F,383782,,314327,F,276176,F,321801,F,314832,,352007,,425852,,420569,F,466072,F,458169,F,470146,F,513188,,544850,F,653648,,591351,,738073,,792171,,792669,,923842,F,1000457,F,1093089,F
Egypt,All,Export,Tonnes – net product weight,Tonnes – net product weight,184,,309,,131,,364,,278,,275,,384,,215,,204,,216,,747,,717,,1034,,2200,,3460,,2363,,1790,,1262,,1700,,1860,,2225,,2017,,1296,,903,,1016,,1265,,2574,,3154,,4960,,5474,,4374,,4439,,6982,,5199,,10814,,11024,,15859,,21427,,28775,,28150,,48628,,37192,,23919,
Egypt,All,Import,Tonnes – net product weight,Tonnes – net product weight,66074,,42516,,79910,F,36941,F,57361,F,97002,F,104991,F,148098,F,166835,F,108314,F,141770,F,132165,F,121877,F,123851,F,144072,F,105482,F,138785,F,104306,F,159385,,129065,,207971,,166706,,217079,,245606,,261154,,260922,,176700,,177805,,241670,,243189,,259606,,276276,,212678,,249845,,342463,,271564,,342325,,288360,,585644,,526527,F,404291,,400566,,565634,
Egypt,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,93,,80,,57,,219,,168,,149,,294,,78,,90,,51,,73,,18,,13,,2107,F,3345,F,2128,F,1578,F,1175,F,6626,,8147,,6394,,7680,,9415,,10993,,10764,,10845,F,10678,F,10112,F,9320,F,9325,F,8794,F,8476,F,8210,F,7509,F,6910,F,6910,F,6248,F,5755,F,5420,F,5140,F,5697,F,6195,F,6362,F
El Salvador,All,Export,Tonnes – net product weight,Tonnes – net product weight,3511,,3943,,3759,,3840,,4148,,4348,,3513,,2274,,3642,,3484,,4843,,3938,,3594,,3326,,3679,,4191,,4022,,3710,,5230,,4966,,6040,,4894,,4962,,6793,,3083,,2955,,8013,,12192,,15796,,22611,,18329,,21251,,23451,,23826,,18576,,18504,,23520,,26301,,26936,,26154,,29806,,31663,,26853,
El Salvador,All,Import,Tonnes – net product weight,Tonnes – net product weight,1496,,2031,,2092,,2643,,4177,,1511,,685,,394,,1298,,816,,1117,,2051,,2420,F,2835,F,2724,,2441,,3745,,6206,,6976,,4676,,3748,,3707,,3101,,3508,,5404,,6573,,4719,,8364,,12303,,32763,,20294,,28248,,12701,,41709,,24773,,14469,,17555,,23461,,25058,,21963,,19907,,24102,,21811,
El Salvador,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,3008,,3054,,2905,,3087,,3216,,4953,,3685,,2796,,4289,,2647,,3590,,2841,,3112,,3386,,2467,,2477,,3812,,3292,,5970,,6718,,8032,,5794,,6128,,4339,,3702,,12538,,22470,,21045,,30195,,38187,,31302,,44516,,42663,F,34487,,29763,F,38539,F,44432,F,49945,F,64418,,55033,F,60860,F,58383,F,58220,F
Equatorial Guinea,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,2,,3,,207,,194,,149,F,0,.,0,.,0,.,257,F,40,F,0,.,0,.,0,.,0,.,15,F,246,F,281,F,683,F,746,F,395,F,144,F,29,F,20,F,28,F,6,F,26,F,30,F,20,F,30,F,10,F,21,F,30,F,24,F,23,F,24,F,24,F,21,F,81,F
Equatorial Guinea,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,1402,F,2423,,3023,,1561,,1655,,3585,,1696,,3288,,2649,,3039,F,4602,,3817,F,4259,,1635,,3162,,4106,F,3137,F,2710,F,1889,F,2055,F,2485,F,4320,F,3326,F,4460,F,6181,F,5899,F,7773,F,7551,F,6365,F,10461,F,7924,F,9645,F,12462,F,12092,F,9705,F,6383,F,6366,F,7658,F,6436,F
Eritrea,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,6,F,15,F,83,F,0,0,293,F,526,F,162,F,190,F,596,,277,F,273,F,73,F,306,F,101,F,47,F,0,0,1,F,91,F,4,F,0,.,5,F,6,F,37,F,42,F
Eritrea,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,13,F,90,F,7,F,0,0,31,F,46,F,104,F,104,F,1627,,747,F,72,F,207,F,80,F,89,F,13,F,49,F,2,F,81,F,28,F,67,F,12,F,9,F,5,F,10,F
Eritrea,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,54,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Estonia,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,14525,F,67170,,104622,,106974,,92997,,149383,,165443,,119787,,106289,,163381,,148549,,131914,,102424,,135995,,126031,,120969,,131055,,125951,,136529,,123461,,125090,,115843,,108036,,101690,,96520,,102436,,110257,
Estonia,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1799,,6314,,23510,,29188,,28548,,70503,,72199,,46213,,54705,,64815,,59932,,56843,,39073,,40624,,38434,,47997,,57253,,43440,,40464,,44235,,61837,,60933,,56361,,46867,,37737,,39895,,42609,
Estonia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,96689,,98473,,103492,,98441,F,86500,F,117613,F,126554,F,94876,F,92123,,117085,,101669,,113048,,79165,,90154,,89089,,82964,,73263,,78436,,72584,,62511,,75792,,70186,F,69085,,68140,,57005,,63488,,64782,
Eswatini,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1005,,782,,1031,,1711,,1134,,1204,,1599,,2455,,1478,,910,,95,,97,F,24,F,20,F,20,F,3,F,1,F,1,F,1,F,30,,12,,0,0
Eswatini,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,10179,,7382,,6643,,6343,,4572,,3969,,7366,,7543,,5033,,2925,,2121,,1619,F,1173,F,1115,F,1149,F,1456,F,1775,F,3226,F,2965,F,2620,,3146,,2986,
Eswatini,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,663,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Ethiopia,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,23,,1,F,8,,7,,6,,8,,11,,32,,32,,166,,102,,414,,755,,599,,730,,858,,1075,,1068,,807,,922,,964,,371,,357,,289,
Ethiopia,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,27,,15,,68,,169,,58,F,323,,160,,331,,241,,194,,420,,483,,558,,575,,1038,,832,,1150,,825,,751,,783,,857,,1446,,1187,,1310,,1215,,1128,,827,
Ethiopia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,16,,18,,10,,7,,7,,8,,10,,200,,100,F,154,,154,,138,,137,,66,,300,F,500,F,1174,,1200,,1538,,1819,,2694,,3286,,3599,,4739,,6000,F,7500,F,10773,
Ethiopia,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,49,,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,-,0,-,0,-
Ethiopia PDR,All,Export,Tonnes – net product weight,Tonnes – net product weight,343,,211,,0,.,0,.,0,.,11,,12,,20,,17,,180,,80,,100,,20,,36,,97,,2,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,.,0,.,0,.,0,.,0,
Ethiopia PDR,All,Import,Tonnes – net product weight,Tonnes – net product weight,343,,528,,346,,81,,4,,678,,4,,33,,18,,77,,273,,3,,28,,500,,171,,4,,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,.,0,.,0,.,0,.,0,
Ethiopia PDR,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,127,,211,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,8,,9,,17,,15,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,.,0,.,0,.,0,.,0,
Falkland Is.(Malvinas),All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2598,,4597,,5967,,1447,,1824,,1980,,5915,,27192,,31538,,17112,,46069,,42216,,67688,,59250,,40386,,66330,,49672,,80728,,66050,,55382,,66656,,51659,,99559,,58074,,69981,,60462,,67651,,38583,,47190,,61136,,79938,
Falkland Is.(Malvinas),All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,17,F,21,F,14,F,23,F,23,F,44,F,18,F,12,F,195,F,102,F,212,F,342,F,113,F,42,F,140,F,127,F,181,F,39,F,32,F,33,F,34,F,42,F,28,F,37,F,28,F,28,F,153,F,18,F,10,F
Falkland Is.(Malvinas),All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2598,F,4597,F,5967,F,1447,F,1824,F,1629,F,5915,,27192,,31537,,17112,,44792,,39607,,62945,,59825,,25735,,60597,,43320,,84510,,66050,,71679,,66656,,51659,,99559,,63630,,69981,,61598,,60453,,49240,,51862,,55306,,79938,
Faroe Islands,All,Export,Tonnes – net product weight,Tonnes – net product weight,118550,,140144,,120042,,104996,,113873,,105745,,91691,,124340,,128852,,138615,,127464,,141636,,151608,,135328,,179200,,181131,,181953,,169500,,160926,,222594,,281085,,291284,,282345,,268372,,322133,,367841,,355728,,421594,,366179,,311000,,301785,,391177,,349815,,313716,,399215,,377040,,443485,,420479,,429734,,394591,,407853,,498846,,458309,
Faroe Islands,All,Import,Tonnes – net product weight,Tonnes – net product weight,3916,,106,,3819,,1500,,2031,,6247,,5788,,4343,,3067,,2646,,3421,,4204,,6747,,5386,,22702,,22032,,41369,,39873,,52269,,55132,,96148,,72197,,86520,,75404,,61994,,85600,,75680,F,92781,,76528,,52814,,51881,,36261,,46038,,83520,,47203,F,46185,F,59082,F,33722,F,23712,F,32275,F,40665,F,35152,F,36109,F
Faroe Islands,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,86895,,92841,,84937,,72603,,82760,,84889,,87011,,108191,,121715,,123513,,120756,,102889,,121865,,119921,,105439,,95361,,98124,,102425,,98647,,91743,,106486,F,94758,F,86607,,101699,,124908,F,150452,F,156920,F,151784,F,170648,F,182737,F,194298,F,210144,F,169153,F,173527,F,218039,F,204701,F,256403,F,330287,F,310171,F,330584,F,320757,F,428075,F,373356,F
Fiji,All,Export,Tonnes – net product weight,Tonnes – net product weight,477,,2384,,4135,,5586,,3406,,5504,,2685,,5144,,4827,,3211,,4995,,5987,,8794,,8253,,8815,,9796,,7045,,11942,,13874,,12828,,13365,,17584,,13949,,14411,,12933,,15177,,17505,,19394,,21487,,24294,,26833,,32262,,39636,,38427,,51282,,39208,,15017,F,35227,,41320,,32129,,36998,,32451,,23508,
Fiji,All,Import,Tonnes – net product weight,Tonnes – net product weight,8609,,11061,,14682,,10575,,12847,,11345,,8829,,8037,,8650,,11271,,15856,,13347,,26184,,23356,,17749,,24209,,13537,,22087,,14206,,17543,,15086,,17964,,16441,,12753,F,9161,,16406,,19842,,35694,,37929,,34572,,24248,,24639,,25155,,23495,,39018,,72777,,80588,,64377,,121927,,83469,,59819,F,44551,,31425,
Fiji,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,227,,561,,4520,,5681,,3936,,7349,,6595,,8572,,6764,,7610,,5698,,6738,,9286,,9578,,9351,,9319,,8199,,31192,,21406,F,20816,,15023,,17092,F,14723,,15614,,16219,,11143,F,12362,F,15716,,15324,,13537,F,17032,F,16942,F,23272,F,19216,F,28937,F,30684,F,41264,F,47520,F,62251,F,37232,F,49261,F,51238,F,41030,F
Fiji,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,3141,,3632,,4421,,1686,,3820,,1924,,734,,504,,428,,1153,,178,,1092,,1420,,2007,,2018,,763,,12,,31,,80,,1052,,2419,,10,,28,,28,,0,.,0,.,3,,0,.,0,.,506,,0,.,3424,,1709,,6390,,11843,,35417,,60800,,47836,,61334,,23098,,39192,,42198,,37534,
Finland,All,Export,Tonnes – net product weight,Tonnes – net product weight,441,,548,,1995,,2685,,3946,,5873,,4027,,7859,,8099,,6979,,2383,,5034,,5259,,3550,,3304,,1849,,2284,,2336,,8218,,11678,,12190,,18672,,15810,,22204,,16364,,16143,,13632,,10503,,18874,,24692,,26823,,43705,,51603,,59918,,58159,,59014,,59669,,60764,,66126,,69073,,71055,,76927,,85499,
Finland,All,Import,Tonnes – net product weight,Tonnes – net product weight,81814,,64376,,79588,,98329,,113378,,111959,,119846,,116786,,113142,,120115,,103958,,107744,,108023,,112211,,114978,,104508,,105250,,99992,,179340,,107019,,131917,,146441,,107462,,70698,,89896,,106272,,95833,,90758,,102816,,97002,,104021,,104635,,96660,,100882,,103586,,106059,,115309,,116567,,116199,,113122,,101479,,118093,,117573,
Finland,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,15200,,16300,,19300,,19700,,15850,,17600,,17500,,17850,,17850,,19290,,19420,,18680,,23830,,24060,,24530,,23260,,24030,,32998,,46199,,42080,,43072,,56999,,40100,,44582,,37530,,41960,,36380,,45600,,45650,,59480,,59740,,72991,,72869,,76699,,78999,,66526,,67526,,83875,,83778,,84275,,84379,,82082,,82079,
France,All,Export,Tonnes – net product weight,Tonnes – net product weight,130009,,126125,,134625,,132904,,141536,,144961,,162178,,180088,,166181,,203271,,229748,,238628,,261513,,313693,,348582,,350309,,378356,,405497,,412139,,387731,,411797,,409825,,385284,,447666,,480708,,442998,,406566,,482642,,516032,,424046,,437576,,421513,,441970,,358666,,353427,,326832,,369999,,342574,,322751,,348788,,353605,,353119,,360279,
France,All,Import,Tonnes – net product weight,Tonnes – net product weight,401753,,456439,,475390,,484524,,496461,,510859,,527680,,547058,,550401,,590079,,629348,,704672,,745553,,779601,,869361,,865724,,888215,,879601,,929084,,919988,,947635,,941400,,1008808,,1032035,,1013696,,1058048,,1025997,,1059721,,1104643,,1131102,,1133730,,1114096,,1112214,,1131076,,1150586,,1144640,,1121817,,1113042,,1121097,,1130650,,1151490,,1183611,,1204221,
France,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,157105,,174775,,175808,,159167,,156044,,158922,,159038,,171362,,194140,,204031,,230191,,229418,,237190,,240144,,255309,,262047,,259555,,273888,,301174,,461300,,563082,,563403,,525851,,565771,,597907,,629096,,638879,,720016,,684740,,652544,,658856,,621063,,603480,,542377,,531530,,537175,,556289,,533513,,498057,,479834,,486649,,470807,,472146,
French Guiana,All,Export,Tonnes – net product weight,Tonnes – net product weight,1003,,1852,,939,,2205,,3079,,3664,,3636,,2776,,2670,,2645,,2941,,3777,,3527,,4454,,4416,,4915,,4585,,4117,,5002,,4839,,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
French Guiana,All,Import,Tonnes – net product weight,Tonnes – net product weight,1468,F,1692,,1566,,2774,,3255,,3391,,3529,,3198,,2800,,2594,,2443,,1957,,1352,,1078,,1293,,1210,,1561,,1504,,1759,,1838,,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
French Guiana,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,1003,,1645,,813,,2027,,2882,,3472,,2986,,5141,,3608,,3458,,4201,,4869,,5153,,4750,,4811,,4349,,4315,,4587,,4859,F,4636,F,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
French Polynesia,All,Export,Tonnes – net product weight,Tonnes – net product weight,68,,164,,45,,200,,0,0,11,,4,,25,,1,,1,,16,,28,,53,,3,F,127,,130,F,116,F,223,,184,,217,,115,,1933,,1441,,1835,,2597,,3608,,3197,,3153,,2598,,3482,,3154,,3264,,2826,,2684,,3141,,3934,,4301,,4329,,3726,,3948,,3485,F,2300,F,3362,F
French Polynesia,All,Import,Tonnes – net product weight,Tonnes – net product weight,1161,,951,,1324,,1508,,1420,,1537,,1464,,1496,,1440,,1611,,1836,F,1739,F,1935,,2200,F,2048,,2100,F,2250,F,2275,,2346,,2169,,2342,,2189,,2794,,1941,,2266,,2296,,2311,,2564,,2509,,3079,,2640,,2958,,2899,,3002,,2858,,2617,,2967,,2587,,2863,,2492,,2215,F,1996,F,2859,F
Gabon,All,Export,Tonnes – net product weight,Tonnes – net product weight,27,,224,,43,,1025,,166,,2079,,1422,,1701,,1357,,1489,,1755,,2082,,1390,,2792,,918,,1063,F,945,F,728,,902,,1386,F,680,,1527,,2206,,2624,,3297,,2886,,3781,,2039,,4888,,4840,,4400,,2248,,2890,,1534,,1306,F,1179,F,1225,F,1188,F,1309,F,1163,F,1032,F,1044,F,937,F
Gabon,All,Import,Tonnes – net product weight,Tonnes – net product weight,2829,,4987,,3958,,6068,,7767,,8079,,7878,,7522,,9219,,8419,,10019,,11100,,8729,,8092,,6698,,7480,,7049,,9931,,8058,,3416,F,12094,,11553,,10575,,9522,,11073,,11595,,1864,,3914,,7828,,8218,,10699,,9179,,10133,,12171,,11095,F,15957,F,15972,F,18972,F,24223,F,24566,F,26315,F,20118,F,28110,F
Gabon,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,4400,F,4450,F,4450,F,4450,F,4500,F,4500,F,4500,F,4000,F,4000,F,4000,F,4000,F,4000,F,1602,,3000,F,3000,F,3100,,3100,,12665,,12982,,12304,,11625,,12304,,12304,,8000,F,9001,F,8001,F,8000,F,8000,F,8000,F,7000,F,6700,F,6300,F,6300,F
Gambia,All,Export,Tonnes – net product weight,Tonnes – net product weight,11697,F,17571,F,9777,F,1600,,1330,,1000,,1195,,644,,0,.,987,,828,,1070,,1068,,1085,,1450,,1546,,1442,F,1586,,2088,,1844,F,1803,,1747,,1313,,1656,,1474,,692,,916,,608,,293,F,837,F,86,,2050,,1976,,3971,,6146,,2406,,1971,,1519,,1625,,2087,F,2801,,5365,,5267,
Gambia,All,Import,Tonnes – net product weight,Tonnes – net product weight,9626,F,11069,F,7576,F,100,F,234,F,338,,146,F,615,,836,F,350,F,300,F,200,F,0,.,3,,7,,54,,88,F,320,,124,,187,F,334,,446,,817,,866,,834,,719,,1618,,2148,,1885,F,1170,F,1940,F,2416,,2774,,3529,,6014,,3665,,2146,,1714,,1075,,1423,F,1497,,2048,,1588,
Gambia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,2000,F,2000,F,2000,F,1500,,1250,,940,,1086,,582,,500,F,528,,334,,473,,607,,725,,1491,,1538,,1272,,1501,,2087,,1589,F,1497,F,1206,F,1168,F,1246,F,894,,675,F,461,F,317,F,285,F,390,F,265,F,549,F,1353,,1484,,3563,,1651,F,3597,,3657,,2889,,2569,,5326,F,9920,F,15284,
Gambia,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,48,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,652,,542,,111,,69,,0,-,0,-,0,-,0,-
Georgia,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,4,,255,,147,,450,,1462,,206,,428,,880,,3049,,432,,7855,,3616,,17342,,6235,,7770,,14973,,21514,,26110,,11264,,2038,,13074,,20044,,22417,,23962,,14128,,19567,
Georgia,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1193,,464,,2302,,5198,,5186,,6504,,4528,,2808,,2703,,3774,,5126,,9911,,15718,,19396,,22117,,27398,,19857,,21755,,22553,,21645,,23311,,21440,,21419,,21194,,21977,,17168,
